"run","test_rmse_AR","test_rmse_MA","test_rmse_BMA","test_rmse_BPS","test_rmse_BPS2"
1,1.511359580012,1.51329019338397,1.41226773712532,1.05196213112787,0.929096586548575
2,1.44650166879447,1.43041467465511,1.36827680931761,0.999456777239304,0.918320259474555
3,1.42913871498523,1.42813386615648,1.40344745517357,0.897709844361182,0.712159499295607
4,0.99339894730851,0.990871071974675,0.9233842365394,0.798710150978339,1.06703924742225
5,1.74034278070354,1.7998045214156,1.69411647870616,1.0296634823519,0.915034491766137
6,1.48090291226339,1.51263338167715,1.41541875897083,1.18654438028714,1.02862508010798
7,1.21042269640683,1.21756799711664,1.26430755773053,1.02103338738,0.848887248298451
8,1.60094186272435,1.6221709891446,1.64081697671791,1.24939115227671,1.25525296966528
9,1.6228427391636,1.62257023299348,1.61582288641813,1.0845246542593,1.25023713969513
10,1.47217386749857,1.48034107136512,1.34779538473652,0.949933142213366,0.99694935311059
11,1.50332394454177,1.47322999989643,1.41253813334362,1.0862614688795,1.07671430362283
12,1.42686631022496,1.42797920339038,1.40347746877978,0.944713435151655,0.745848449219301
13,1.38459263296278,1.4056897859506,1.2454174739059,0.983043448085617,0.772148020837511
14,1.37166535862723,1.36998257235275,1.33783590721398,0.903950341819633,0.842278063341221
15,1.50760661693038,1.52737147572964,1.46745363761666,1.02709901755193,0.772176201041178
16,1.60420950492899,1.6478894511235,1.55920570402964,1.03165227446564,1.27778231251378
17,1.39911873162219,1.37814623754924,1.43405334091913,1.13590896257213,1.01076142032799
18,1.68484827650686,1.71583164947265,1.6229460042218,1.05563414350548,0.951741040022305
19,1.70039510750882,1.76851994108648,1.7173684470452,0.957555086720582,1.07721690580961
20,1.40290532818977,1.38664112977538,1.310777798107,0.945509587580718,0.813111622508443
21,1.46350257788302,1.45635404450445,1.45159840964854,0.907645333019199,0.704459731072653
22,1.41756422091,1.41016860252806,1.43489018106222,0.83537421504253,0.657908182304739
23,1.56991577775681,1.61207575806245,1.52183150013192,1.00742315950711,0.658905433379403
24,1.61543664325671,1.66540561682045,1.57558777667595,0.996916189498944,1.00000673778529
25,1.74662225422216,1.80203261749959,1.66024047853965,1.00049729374703,1.08252989850421
26,1.90535950422114,1.91293005603959,1.855258214119,1.28322715023454,1.36389220390494
27,1.76888299339174,1.78423052612219,1.89174552667745,1.20905422144302,1.39629849617329
28,1.40797710408562,1.41939057262215,1.36419367574063,0.914313391805231,0.916945412636968
29,1.69593808584012,1.72393371666355,1.67406620616191,1.1758316456387,1.45903487874696
30,1.55894278020278,1.60501140849585,1.48586439790721,1.037238550098,0.822965834553158
31,1.45333527235841,1.42433536372381,1.40826194988686,1.13143851271814,0.828953706171851
32,1.32919828025969,1.3263877424619,1.28341491256407,0.916934718406946,0.915407227427199
33,1.57430628298548,1.61676625232793,1.57299731922499,0.908754684469431,0.629932813891879
34,1.35644628815014,1.33784468060168,1.31734660404536,0.89020436604036,0.712000505461732
35,1.41207923306177,1.41834650907152,1.35890714324342,0.916860265596413,0.69156149038235
36,1.57074264876095,1.52058754070188,1.52138363745604,1.0208626174444,0.771532046055704
37,1.42984097569398,1.41551341558946,1.40847296885009,1.06487007069146,0.955219243503064
38,1.45708336883483,1.47027587496036,1.47389318965587,0.805895063359235,0.957093875480711
39,1.35116854215941,1.35798647096544,1.46826723053084,0.932505264322329,0.584966402117701
40,1.48760547362883,1.47924094396481,1.45771846427862,0.805037623562435,0.614745560915627
41,1.60791218188149,1.6056050272953,1.53535207446146,1.03779614959789,0.797777505603473
42,1.31954798464985,1.3134818241771,1.23095309785277,0.951084033486835,0.843814184724751
43,1.41289617575615,1.41536520262787,1.36631841748772,1.08539747140442,0.911588620793882
44,1.34438396786851,1.33510157100253,1.28036002477239,0.9280654935474,0.961295404884101
45,1.60231105283109,1.60706050758012,1.53296521050141,0.84802578206589,0.666369292115739
46,1.47400900909982,1.45104313138664,1.36698264421781,0.927186799087808,1.0143502999484
47,1.42292754511507,1.42544307598492,1.46436167550484,1.34665283819911,1.0267297934702
48,1.52760491033384,1.52639539309261,1.44658417727533,0.878689810218993,1.08027505567319
49,1.37910162285219,1.36234165446041,1.41922119067315,1.01982019235308,0.686285490301903
50,1.38585140580001,1.3820622075872,1.34076476277409,0.859526739871773,0.564868876180672
